序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
21,车日楠,东方基金,"东方臻享纯债债券A,东方臻享纯债债券C,东方臻选纯债债券A,东方臻选纯债债券C,东方永泰纯债1年A,东方永泰纯债1年C,东方永悦18个月定开债券A,东方永悦18个月定开债券C,东方臻萃3个月定开债券A,东方臻萃3个月定开债券C,东方臻善纯债债券A,东方臻善纯债债券C",532,69.98,13.19
22,陈茸茸,中金基金,普洛斯,129,,
23,常松,上海光大证券资产管理,"光大阳光稳健增长混合A,光大阳光稳健增长混合C",2136,23.21,1.21
24,曹思,中邮基金,"中邮核心科技创新灵活配置混合,中邮中小盘灵活配置混合",2697,4.31,80.6
25,陈思,安信基金,"安信新成长混合A,安信新成长混合C",87,7.88,1.2
26,程书峰,长城基金,"长城货币E,长城收益宝货币A,长城收益宝货币B,长城优选增强六个月持有混合A,长城优选增强六个月持有混合C,长城货币A,长城货币B",778,923.98,6.48
27,陈士俊,浦银安盛基金,"浦银安盛量化多策略混合A,浦银安盛量化多策略混合C,浦银安盛中证高股息ETF联接A,浦银安盛中证高股息ETF联接C,浦银安盛MSCI中国A股ETF联接A,浦银安盛MSCI中国A股ETF联接C,浦银安盛创业板ETF联接A,浦银安盛创业板ETF联接C,浦银安盛鑫福混合A,浦银安盛鑫福混合C,浦银安盛鑫锐混合A,浦银安盛鑫锐混合C,浦银安盛创业板ETF,浦银安盛沪港深基本面100,浦银安盛中证高股息ETF,浦银安盛MSCI中国A股ETF,浦银安盛中证ESG120策略ETF,浦银安盛中证证券公司30ETF,浦银安盛沪深300指数增强,浦银安盛基本面400指数",3961,30.86,132.8
28,陈曙亮,浦银安盛基金,"浦银颐和稳健养老一年(FOF)A,浦银颐和稳健养老一年(FOF)C,浦银安盛嘉和稳健一年持有混合(FOF)A,浦银安盛嘉和稳健一年持有混合(FOF)C,浦银安盛养老2040三年持有混合(FOF),浦银安盛颐享稳健养老目标一年持有混合(FOF)",2100,100.47,5.02
29,陈少平,广发基金,广发改革混合,5158,5.53,152.05
30,蔡嵩松,诺安基金,"诺安创新驱动混合A,诺安创新驱动混合C,诺安和鑫灵活配置混合,诺安成长混合",967,353.28,178.72
31,崔书田,光大保德信基金管理,光大中国制造2025混合,470,12.78,65.31
32,陈舒薇,交银施罗德基金,交银环球精选混合(QDII),645,1.29,27.45
33,崔思维,嘉实基金,"嘉实中证金边国债ETF联接A,嘉实中证金边国债ETF联接C,嘉实稳荣债券,嘉实稳熙纯债债券,嘉实商业银行精选债券,嘉实中债3-5年国开债指数A,嘉实中债3-5年国开债指数C,嘉实彭博国开债1-5年指数A,嘉实彭博国开债1-5年指数C,嘉实致明3个月定期纯债债券,嘉实中证中期国债ETF",1561,67.63,20.89
34,陈思郁,上投摩根基金,"上投摩根安全战略股票,上投摩根景气甄选混合A,上投摩根景气甄选混合C,上投摩根双核平衡混合",2263,50.08,163.47
35,陈斯扬,富国基金,"富国丰利增强债券,富国宝利增强债券,富国兴利增强债券",1305,8.91,47.38
36,程桯,银华基金,"银华估值优势混合,银华裕利混合发起式,银华港股通精选股票发起式,银华招利一年持有期混合A,银华招利一年持有期混合C,银华大盘两年定开混合",2086,56.28,108.29
37,成涛,融通基金,融通中国概念债券,1372,1.42,15.55
38,陈涛,嘉实基金,嘉实成长增强混合,439,7.83,10.68
39,陈恬,国金基金,"国金民丰回报6个月定开混合,国金鑫悦经济新动能A,国金鑫悦经济新动能C",105,2.7,0.05
40,陈涛,中庚基金,中庚价值先锋股票,55,38.54,-1.58
41,陈玮,中银基金,"中银中高等级A,中银中高等级C,中银添利债券发起C,中银添利债券发起E,中银招利债券A,中银招利债券C,中银恒优12个月持有期债券A,中银恒优12个月持有期债券C,中银通利债券A,中银通利债券C,中银纯债债券A,中银纯债债券C,中银添利债券发起A",2479,179.84,54.07
42,陈玮,中海基金,"中海沪港深价值优选混合,中海沪港深多策略灵活配置混合",818,4.32,26.77
43,陈伟,博时基金,"博时恒盛持有期混合A,博时恒盛持有期混合C,博时恒康持有期混合A,博时恒康持有期混合C,博时恒旭持有期混合A,博时恒旭持有期混合C,博时稳益9个月持有混合A,博时稳益9个月持有混合C,博时睿远,博时弘泰混合",715,75.53,119.82
44,陈文,淳厚基金,"淳厚信睿混合A,淳厚信睿混合C,淳厚欣享一年持有期混合A,淳厚欣享一年持有期混合C,淳厚现代服务业股票A,淳厚现代服务业股票C",511,34.19,65.26
45,蔡唯峰,上银基金,"上银慧添利债券,上银聚鸿益三个月定开债,上银慧尚6个月持有期混合A,上银慧尚6个月持有期混合C",153,64.74,1.49
46,陈卫国,安信基金,"安信盈利驱动股票A,安信盈利驱动股票C",246,0.31,-18
47,曹巍浩,新华基金,"新华双利债券A,新华双利债券C,新华鼎利债券A,新华鼎利债券C,新华纯债添利债券发起B,新华安享惠融88个月定开债A,新华安享惠融88个月定开债C,新华中债1-5年农发行A,新华中债1-5年农发行C,新华纯债添利债券发起A,新华纯债添利债券发起C,新华安享惠金定期债券A,新华安享惠金定期债券C,新华鑫利灵活配置混合",310,171.74,8.75
48,曹文俊,富国基金,"富国转型机遇混合,富国优质发展混合A,富国优质发展混合C,富国稳健策略6个月持有混合A,富国稳健策略6个月持有混合C,富国低碳环保混合",2673,64.68,155.99
49,陈威霖,景顺长城基金,"景顺长城景益货币A,景顺长城景益货币B,景顺长城景丰货币A,景顺长城景丰货币B,景顺货币A,景顺货币B",2003,1741.67,17.4
50,柴文婷,天弘基金,"天弘稳利定期开放A,天弘稳利定期开放B,天弘策略精选混合A,天弘策略精选混合C,天弘弘新混合发起式,天弘鑫利三年定开,天弘鑫意39个月定开债,天弘季季兴三个月定开A,天弘季季兴三个月定开C,天弘纯享一年定开,天弘兴享一年定开,天弘安利短债A,天弘安利短债C",1648,245.31,23.88
1,陈伟彦,华夏基金,"华夏大盘精选混合A,华夏新活力混合A,华夏新活力混合C,华夏新锦程混合A,华夏新锦程混合C,华夏圆和混合,华夏新锦顺混合A,华夏新锦顺混合C,华夏新锦汇混合A,华夏新锦汇混合C,华夏大盘精选混合C",2156,80.18,111.72
2,储雯玉,长城基金,长城久恒灵活配置混合,2348,1,82.58
3,陈文扬,东方红资产管理,"东方红颐和稳健养老两年(FOF),东方红颐和平衡养老三年(FOF),东方红颐和积极养老五年(FOF),东方红欣和平衡两年混合(FOF)",490,48.33,21.68
4,陈昕,华宝基金,"华宝现金宝货币E,华宝现金添益B,华宝浮动净值货币,华宝现金宝货币A,华宝现金宝货币B,华宝现金添益A",3621,2408.96,41.06
5,陈晓,太平基金,"太平睿盈混合A,太平睿盈混合C,太平丰和一年定开债券发起式,太平睿安混合A,太平睿安混合C,太平丰盈一年定开债券发起式,太平睿享混合A,太平睿享混合C",2661,145.72,34.95
6,成曦,易方达基金,"易方达深证100ETF联接C,易方达创业板ETF联接C,易方达恒生国企ETF联接C,易方达科创板50ETF联接A,易方达科创板50ETF联接C,易方达中证科创创业50ETF联接A,易方达中证科创创业50ETF联接C,易方达深证100ETF联接A,易方达创业板ETF联接A,易方达恒生国企ETF联接A,易方达恒生国企ETF联接现汇A,易方达恒生国企ETF联接现钞A,易方达中证稀土产业ETF,易方达中证科创创业50ETF,易方达深证100ETF,易方达创业板ETF,易方达恒生国企ETF,易方达恒生科技(QDII-ETF),易方达中证创新药产业ETF,易方达中证智能电动汽车ETF,易方达中证沪港深500ETF,易方达中证沪港深300ETF,易方达上证科创板50成份ETF",1986,670.86,107.54
7,蔡晓,民生加银基金,"民生加银研究精选混合,民生加银量化中国混合,民生加银中证港股通指数A,民生加银中证港股通指数C,民生加银聚利6个月混合A,民生加银聚利6个月混合C",2110,18.1,131.38
8,陈旭,上银基金,"上银中证500指数增强型A,上银中证500指数增强型C,上银核心成长混合A,上银核心成长混合C",923,1.73,19.71
9,陈欣,汇安基金,"汇安丰益混合A,汇安丰益混合C,汇安多因子混合A,汇安多因子混合C,汇安核心资产混合A,汇安核心资产混合C,汇安核心价值混合A,汇安核心价值混合C,汇安上证证券ETF",1303,23.81,84.88
10,陈星,中海基金,"中海混改红利混合,中海魅力长三角混合,中海沪港深多策略灵活配置混合",460,4.35,22.88
11,陈曦,博时基金,博时睿利事件驱动(LOF),351,1.51,26.65
12,陈旭,兴业基金,"兴业医疗保健混合A,兴业医疗保健混合C",220,8.89,-8.34
13,曹霞,中信证券,"中信债券优化一年持有债A,中信证券债券增强六个月持有A,中信债券优化一年持有债C,中信证券债券增强六个月持有C",136,0.75,1.72
14,陈晓非,中信证券,"中信证券财富优选一年持有混合(FOF)A,中信证券财富优选一年持有混合(FOF)C",84,,-3.82
15,陈学林,中银基金,中银标普全球资源等权重指数,3131,0.4,45.7
16,陈小鹭,工银瑞信基金,"工银绝对收益混合发起A,工银绝对收益混合发起B,工银新价值灵活配置混合A,工银国家战略股票,工银新机遇灵活配置混合A,工银新机遇灵活配置混合C,工银产业升级股票A,工银产业升级股票C,工银全球股票(QDII)美元,工银全球股票(QDII)港币,工银优选对冲灵活配置混合发起A,工银优选对冲灵活配置混合发起C,工银新价值灵活配置混合C,工银量化策略混合C,工银量化策略混合A,工银全球股票(QDII)人民币,工银全球精选股票(QDII)",1848,37.89,197.07
17,陈璇淼,鹏华基金,"鹏华外延成长混合,鹏华优势企业,鹏华价值成长混合,鹏华远见回报三年持有混合,鹏华优质治理混合(LOF)",2025,120.28,218.93
18,陈希希,财通资管,"财通资管鑫管家货币A,财通资管鑫管家货币B,财通资管鸿达纯债A,财通资管鸿达纯债C,财通鸿睿12个月定开债A,财通鸿睿12个月定开债C,财通资管鸿达纯债E,财通资管鸿达纯债I,财通资管鸿安30天滚动中短债A,财通资管鸿安30天滚动中短债C,财通资管鸿启90天滚动中短债A,财通资管鸿启90天滚动中短债C,财通资管鸿享30天滚动中短债A,财通资管鸿享30天滚动中短债C",1309,233.31,21.38
19,蔡向阳,华夏基金,"华夏回报混合A,华夏回报二号混合,华夏稳盛灵活配置混合,华夏常阳三年定开混合,华夏兴阳一年持有混合,华夏睿阳一年持有混合,华夏安阳6个月持有期混合A,华夏安阳6个月持有期混合C,华夏鸿阳6个月持有期混合A,华夏鸿阳6个月持有期混合C,华夏翔阳两年定开混合",2696,734.89,170.98
20,陈薪羽,中融基金,"中融量化智选混合A,中融量化智选混合C,中融智选红利股票A,中融智选红利股票C,中融央视财经50ETF联接A,中融央视财经50ETF联接C,中融中证500ETF联接A,中融中证500ETF联接C,中融央视财经50ETF,中融中证500ETF",805,2.27,44.6
21,常逍遥,嘉实基金,"嘉实稳泽纯债债券,嘉实中债1-3政金债指数A,嘉实中债1-3政金债指数C,嘉实致禄3个月定期纯债债券,嘉实致益纯债债券",282,59.78,2.66
22,程星烨,建信基金,建信新兴市场混合(QDII),673,0.17,-2.17
23,陈西中,招商基金,招商稳健优选股票,16,1.61,-0.89
24,陈宇,兴证全球基金,"兴全精选混合,兴全合兴两年封闭运作混合(LOF)A",2242,143.09,162.2
25,陈颖,金鹰基金,"金鹰科技创新股票,金鹰技术领先灵活配置混合C,金鹰周期优选混合,金鹰中小盘精选混合,金鹰红利价值混合,金鹰技术领先灵活配置混合A,金鹰核心资源混合",2317,18.27,98.28
26,崔莹,华安基金,"华安沪港深外延增长混合,华安幸福生活混合,华安汇嘉精选混合A,华安汇嘉精选混合C,华安创新混合,华安逆向策略混合",2310,228.84,358.53
27,程彧,汇丰晋信基金,"汇丰晋信沪港深A,汇丰晋信沪港深C,汇丰晋信港股通双核策略混合",1799,28.41,79.42
28,常远,永赢基金,"永赢消费主题A,永赢消费主题C,永赢稳健增长一年持有混合A,永赢稳健增利18个月持有混合A,永赢长远价值混合A,永赢长远价值混合C,永赢稳健增长一年持有混合E,永赢稳健增利18个月持有混合E",1739,159.74,132.74
29,陈怡,泰康资产,"泰康新回报灵活配置混合A,泰康新回报灵活配置混合C,泰康安泰回报混合,泰康丰盈债券,泰康金泰3月定开混合,泰康弘实3月定开混合,泰康裕泰债券A,泰康裕泰债券C,泰康申润一年持有期混合A,泰康申润一年持有期混合C,泰康浩泽混合A,泰康浩泽混合C",1639,105.23,91.04
30,陈媛,华安基金,"华安生态优先混合,华安优质生活混合,华安新兴消费混合A,华安新兴消费混合C,华安宝利配置混合",1326,152.27,134.05
31,陈瑶,天弘基金,"天弘沪深300ETF联接A,天弘中证500ETF联接A,天弘上证50指数A,天弘上证50指数C,天弘中证证券保险A,天弘中证证券保险C,天弘中证银行ETF联接A,天弘中证银行ETF联接C,天弘沪深300ETF联接C,天弘中证500ETF联接C,天弘国证A50指数A,天弘国证A50指数C,天弘中证智能汽车指数发起式A,天弘中证智能汽车指数发起式C,天弘创业板300ETF发起式联接A,天弘创业板300ETF发起式联接C,天弘国证建筑材料指数发起式A,天弘国证建筑材料指数发起式C,天弘中证沪港深科技龙头指数A,天弘中证沪港深科技龙头指数C,天弘中证新材料主题ETF,天弘中证500ETF,天弘上海金ETF,天弘创业板300ETF,天弘中证全指证券公司ETF,天弘中证银行ETF,天弘沪深300ETF,天弘中证沪港深云计算产业ETF,天弘中证沪港深物联网主题ETF",1340,462.1,39.7
32,陈莹,景顺长城基金,"景顺长城稳健回报混合A,景顺长城稳健回报混合C,景顺长城安享回报混合A,景顺长城安享回报混合C,景顺长城顺益回报混合A,景顺长城顺益回报混合C,景顺长城泰安回报混合A,景顺长城泰安回报混合C,景顺长城泰申回报混合,景顺长城顺鑫回报混合A,景顺长城顺鑫回报混合C,景顺长城泰祥回报混合,景顺长城泰阳回报混合A,景顺长城泰阳回报混合C,景顺长城顺安回报混合A,景顺长城顺安回报混合C",461,56.57,15.1
33,程瑶,国泰基金,"国泰聚利价值定开混合,国泰鑫利一年持有期混合A,国泰鑫利一年持有期混合C,国泰通利9个月持有期混合A,国泰通利9个月持有期混合C",97,32.43,1.83
