,序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
121,22,曹思,中邮基金,"中邮核心科技创新灵活配置混合,中邮中小盘灵活配置混合",7 ,4.31,96.3
122,23,常松,上海光大证券资产管理,"光大阳光稳健增长混合A,光大阳光稳健增长混合C",6 ,23.21,4.12
123,24,陈思,安信基金,"安信新成长混合A,安信新成长混合C",0 ,7.88,1.29
124,25,程书峰,长城基金,"长城货币E,长城收益宝货币A,长城收益宝货币B,长城优选增强六个月持有混合A,长城优选增强六个月持有混合C,长城货币A,长城货币B",2 ,923.98,6.19
125,26,陈士俊,浦银安盛基金,"浦银安盛量化多策略混合A,浦银安盛量化多策略混合C,浦银安盛中证高股息ETF联接A,浦银安盛中证高股息ETF联接C,浦银安盛MSCI中国A股ETF联接A,浦银安盛MSCI中国A股ETF联接C,浦银安盛鑫福混合A,浦银安盛鑫福混合C,浦银安盛创业板ETF,浦银安盛沪港深基本面100,浦银安盛中证高股息ETF,浦银安盛MSCI中国A股ETF,浦银安盛中证ESG120策略ETF,浦银安盛沪深300指数增强,浦银安盛基本面400指数",11 ,30.86,138.19
126,27,陈曙亮,浦银安盛基金,"浦银颐和稳健养老一年(FOF)A,浦银颐和稳健养老一年(FOF)C,浦银安盛嘉和稳健一年持有混合(FOF)A,浦银安盛嘉和稳健一年持有混合(FOF)C,浦银安盛养老2040三年持有混合(FOF)",6 ,100.47,5.54
127,28,陈少平,广发基金,广发改革混合,14 ,5.53,179.02
128,29,蔡嵩松,诺安基金,"诺安创新驱动混合A,诺安创新驱动混合C,诺安和鑫灵活配置混合,诺安成长混合",3 ,353.28,194.71
129,30,崔书田,光大保德信基金管理,光大中国制造2025混合,1 ,12.78,72.03
130,31,崔思维,嘉实基金,"嘉实中证金边国债ETF联接A,嘉实中证金边国债ETF联接C,嘉实稳荣债券,嘉实稳熙纯债债券,嘉实商业银行精选债券,嘉实中债3-5年国开债指数A,嘉实中债3-5年国开债指数C,嘉实彭博国开债1-5年指数A,嘉实彭博国开债1-5年指数C,嘉实致明3个月定期纯债债券,嘉实中证中期国债ETF",4 ,67.63,21.12
131,32,陈舒薇,交银施罗德基金,交银环球精选混合(QDII),2 ,1.29,38.62
132,33,陈思郁,上投摩根基金,"上投摩根安全战略股票,上投摩根景气甄选混合A,上投摩根景气甄选混合C,上投摩根双核平衡混合",6 ,50.08,185.23
133,34,陈斯扬,富国基金,"富国丰利增强债券,富国宝利增强债券,富国兴利增强债券",4 ,8.91,50.08
134,35,程桯,银华基金,"银华估值优势混合,银华裕利混合发起式,银华港股通精选股票发起式,银华招利一年持有期混合A,银华招利一年持有期混合C,银华大盘两年定开混合",6 ,56.28,115.42
135,36,成涛,融通基金,融通中国概念债券,4 ,1.42,21.13
136,37,陈涛,嘉实基金,嘉实成长增强混合,1 ,7.83,10.43
137,38,陈恬,国金基金,"国金民丰回报6个月定开混合,国金鑫悦经济新动能A,国金鑫悦经济新动能C",0 ,2.7,2.7
138,39,陈涛,中庚基金,中庚价值先锋股票,0 ,38.54,0.75
139,40,陈玮,中银基金,"中银中高等级A,中银中高等级C,中银添利债券发起C,中银添利债券发起E,中银招利债券A,中银招利债券C,中银恒优12个月持有期债券A,中银恒优12个月持有期债券C,中银通利债券A,中银通利债券C,中银纯债债券A,中银纯债债券C,中银添利债券发起A",7 ,179.54,55.01
140,41,陈玮,中海基金,"中海沪港深价值优选混合,中海沪港深多策略灵活配置混合",2 ,4.32,36.51
141,42,陈伟,博时基金,"博时恒盛持有期混合A,博时恒盛持有期混合C,博时恒康持有期混合A,博时恒康持有期混合C,博时恒旭持有期混合A,博时恒旭持有期混合C,博时睿远,博时弘泰混合",2 ,75.53,127.12
142,43,陈文,淳厚基金,"淳厚信睿混合A,淳厚信睿混合C,淳厚欣享一年持有期混合A,淳厚欣享一年持有期混合C,淳厚现代服务业股票A,淳厚现代服务业股票C",1 ,34.19,74.6
143,44,蔡唯峰,上银基金,上银聚鸿益三个月定开债,0 ,25.13,1.69
144,45,陈卫国,安信基金,"安信盈利驱动股票A,安信盈利驱动股票C",1 ,0.31,-12.8
145,46,曹巍浩,新华基金,"新华双利债券A,新华双利债券C,新华鼎利债券A,新华鼎利债券C,新华纯债添利债券发起B,新华安享惠融88个月定开债A,新华安享惠融88个月定开债C,新华中债1-5年农发行A,新华中债1-5年农发行C,新华纯债添利债券发起A,新华纯债添利债券发起C,新华安享惠金定期债券A,新华安享惠金定期债券C,新华鑫利灵活配置混合",1 ,171.74,14.21
146,47,曹文俊,富国基金,"富国转型机遇混合,富国优质发展混合A,富国优质发展混合C,富国稳健策略6个月持有混合A,富国稳健策略6个月持有混合C,富国低碳环保混合",7 ,64.68,161.68
147,48,陈威霖,景顺长城基金,"景顺长城景益货币A,景顺长城景益货币B,景顺长城景丰货币A,景顺长城景丰货币B,景顺货币A,景顺货币B",5 ,1741.67,17.13
148,49,柴文婷,天弘基金,"天弘稳利定期开放A,天弘稳利定期开放B,天弘策略精选混合A,天弘策略精选混合C,天弘弘新混合发起式,天弘鑫利三年定开,天弘鑫意39个月定开债,天弘季季兴三个月定开A,天弘季季兴三个月定开C,天弘纯享一年定开,天弘兴享一年定开,天弘安利短债A,天弘安利短债C",4 ,245.31,23.18
149,50,陈伟彦,华夏基金,"华夏大盘精选混合A,华夏新活力混合A,华夏新活力混合C,华夏新锦程混合A,华夏新锦程混合C,华夏圆和混合,华夏新锦顺混合A,华夏新锦顺混合C,华夏新锦汇混合A,华夏新锦汇混合C,华夏大盘精选混合C",6 ,80.18,128.69
150,1,储雯玉,长城基金,长城久恒灵活配置混合,6 ,1,102.64
151,2,陈文扬,东方红资产管理,"东方红颐和稳健养老两年(FOF),东方红颐和平衡养老三年(FOF),东方红颐和积极养老五年(FOF),东方红欣和平衡两年混合(FOF)",1 ,48.33,21.06
152,3,陈晓,太平基金,"太平睿盈混合A,太平睿盈混合C,太平丰和一年定开债券发起式,太平睿安混合A,太平睿安混合C,太平丰盈一年定开债券发起式,太平睿享混合A,太平睿享混合C",7 ,140.89,37.52
153,4,陈昕,华宝基金,"华宝现金宝货币E,华宝现金添益B,华宝浮动净值货币,华宝现金宝货币A,华宝现金宝货币B,华宝现金添益A",10 ,2408.96,40.77
154,5,蔡晓,民生加银基金,"民生加银研究精选混合,民生加银量化中国混合,民生加银中证港股通指数A,民生加银中证港股通指数C,民生加银聚利6个月混合A,民生加银聚利6个月混合C",6 ,18.1,145.08
155,6,成曦,易方达基金,"易方达深证100ETF联接C,易方达创业板ETF联接C,易方达恒生国企ETF联接C,易方达科创板50ETF联接A,易方达科创板50ETF联接C,易方达中证科创创业50ETF联接A,易方达中证科创创业50ETF联接C,易方达深证100ETF联接A,易方达创业板ETF联接A,易方达恒生国企ETF联接A,易方达恒生国企ETF联接现汇A,易方达恒生国企ETF联接现钞A,易方达中证稀土产业ETF,易方达中证科创创业50ETF,易方达深证100ETF,易方达创业板ETF,易方达恒生国企ETF,易方达恒生科技(QDII-ETF),易方达中证创新药产业ETF,易方达中证智能电动汽车ETF,易方达中证沪港深500ETF,易方达中证沪港深300ETF,易方达上证科创板50成份ETF",5 ,668.85,107.65
156,7,陈旭,上银基金,"上银中证500指数增强型A,上银中证500指数增强型C,上银核心成长混合A,上银核心成长混合C",2 ,1.73,30.03
157,8,陈欣,汇安基金,"汇安丰益混合A,汇安丰益混合C,汇安多因子混合A,汇安多因子混合C,汇安核心资产混合A,汇安核心资产混合C,汇安核心价值混合A,汇安核心价值混合C,汇安上证证券ETF",4 ,23.81,86.02
158,9,陈星,中海基金,"中海混改红利混合,中海魅力长三角混合,中海沪港深多策略灵活配置混合",1 ,4.35,25.27
159,10,陈曦,博时基金,博时睿利事件驱动(LOF),1 ,1.51,29.64
160,11,陈旭,兴业基金,"兴业医疗保健混合A,兴业医疗保健混合C",1 ,8.89,-12.64
161,12,曹霞,中信证券,"中信债券优化一年持有债A,中信债券优化一年持有债C",0 ,0.75,2.14
162,13,陈晓非,中信证券,"中信证券财富优选一年持有混合(FOF)A,中信证券财富优选一年持有混合(FOF)C",0 ,,-1.87
163,14,陈学林,中银基金,中银标普全球资源等权重指数,9 ,0.4,41.2
164,15,陈小鹭,工银瑞信基金,"工银绝对收益混合发起A,工银绝对收益混合发起B,工银新价值灵活配置混合A,工银国家战略股票,工银新机遇灵活配置混合A,工银新机遇灵活配置混合C,工银产业升级股票A,工银产业升级股票C,工银全球股票(QDII)美元,工银全球股票(QDII)港币,工银优选对冲灵活配置混合发起A,工银优选对冲灵活配置混合发起C,工银新价值灵活配置混合C,工银量化策略混合C,工银量化策略混合A,工银全球股票(QDII)人民币,工银全球精选股票(QDII)",5 ,37.89,227.64
165,16,陈璇淼,鹏华基金,"鹏华外延成长混合,鹏华优势企业,鹏华价值成长混合,鹏华远见回报三年持有混合,鹏华优质治理混合(LOF)",5 ,120.28,216.83
166,17,陈希希,财通资管,"财通资管鑫管家货币A,财通资管鑫管家货币B,财通资管鸿达纯债A,财通资管鸿达纯债C,财通鸿睿12个月定开债A,财通鸿睿12个月定开债C,财通资管鸿达纯债E,财通资管鸿达纯债I,财通资管鸿安30天滚动中短债A,财通资管鸿安30天滚动中短债C,财通资管鸿启90天滚动中短债A,财通资管鸿启90天滚动中短债C",4 ,233.16,19.73
167,18,蔡向阳,华夏基金,"华夏回报混合A,华夏回报二号混合,华夏稳盛灵活配置混合,华夏常阳三年定开混合,华夏兴阳一年持有混合,华夏睿阳一年持有混合,华夏安阳6个月持有期混合A,华夏安阳6个月持有期混合C,华夏鸿阳6个月持有期混合A,华夏鸿阳6个月持有期混合C,华夏翔阳两年定开混合",7 ,734.89,164.86
168,19,陈薪羽,中融基金,"中融量化智选混合A,中融量化智选混合C,中融智选红利股票A,中融智选红利股票C,中融央视财经50ETF联接A,中融央视财经50ETF联接C,中融中证500ETF联接A,中融中证500ETF联接C,中融央视财经50ETF,中融中证500ETF",2 ,2.27,63.17
169,20,程星烨,建信基金,建信新兴市场混合(QDII),2 ,0.17,5.21
170,21,常逍遥,嘉实基金,"嘉实稳泽纯债债券,嘉实中债1-3政金债指数A,嘉实中债1-3政金债指数C,嘉实致禄3个月定期纯债债券,嘉实致益纯债债券",1 ,59.78,2.82
171,22,崔莹,华安基金,"华安沪港深外延增长混合,华安幸福生活混合,华安汇嘉精选混合A,华安汇嘉精选混合C,华安创新混合,华安逆向策略混合",6 ,228.84,402.26
172,23,陈宇,兴证全球基金,"兴全精选混合,兴全合兴两年封闭运作混合(LOF)A",6 ,143.09,181.92
173,24,常远,永赢基金,"永赢消费主题A,永赢消费主题C,永赢稳健增长一年持有混合A,永赢稳健增利18个月持有混合,永赢长远价值混合A,永赢长远价值混合C,永赢稳健增长一年持有混合E",5 ,80.48,143.56
174,25,陈颖,金鹰基金,"金鹰科技创新股票,金鹰技术领先灵活配置混合C,金鹰周期优选混合,金鹰中小盘精选混合,金鹰红利价值混合,金鹰技术领先灵活配置混合A,金鹰核心资源混合",6 ,18.27,114.15
175,26,程彧,汇丰晋信基金,"汇丰晋信沪港深A,汇丰晋信沪港深C,汇丰晋信港股通双核策略混合",5 ,28.41,99.2
176,27,陈怡,泰康资产,"泰康新回报灵活配置混合A,泰康新回报灵活配置混合C,泰康安泰回报混合,泰康丰盈债券,泰康金泰3月定开混合,泰康弘实3月定开混合,泰康裕泰债券A,泰康裕泰债券C,泰康申润一年持有期混合A,泰康申润一年持有期混合C,泰康浩泽混合A,泰康浩泽混合C",4 ,105.23,89.31
177,28,陈瑶,天弘基金,"天弘沪深300ETF联接A,天弘中证500ETF联接A,天弘上证50指数A,天弘上证50指数C,天弘中证证券保险A,天弘中证证券保险C,天弘中证银行ETF联接A,天弘中证银行ETF联接C,天弘沪深300ETF联接C,天弘中证500ETF联接C,天弘国证A50指数A,天弘国证A50指数C,天弘中证智能汽车指数发起式A,天弘中证智能汽车指数发起式C,天弘创业板300指数型发起式A,天弘创业板300指数型发起式C,天弘中证新材料主题ETF,天弘中证500ETF,天弘上海金ETF,天弘创业板300ETF,天弘中证全指证券公司ETF,天弘中证银行ETF,天弘沪深300ETF",4 ,459.82,45.08
178,29,陈媛,华安基金,"华安生态优先混合,华安优质生活混合,华安新兴消费混合A,华安新兴消费混合C,华安宝利配置混合",4 ,152.27,132.66
179,30,陈莹,景顺长城基金,"景顺长城稳健回报混合A,景顺长城稳健回报混合C,景顺长城安享回报混合A,景顺长城安享回报混合C,景顺长城顺益回报混合A,景顺长城顺益回报混合C,景顺长城泰安回报混合A,景顺长城泰安回报混合C,景顺长城泰申回报混合,景顺长城泰阳回报混合A,景顺长城泰阳回报混合C,景顺长城顺安回报混合A,景顺长城顺安回报混合C",1 ,44.27,15.03
180,31,程瑶,国泰基金,"国泰聚利价值定开混合,国泰鑫利一年持有期混合A,国泰鑫利一年持有期混合C,国泰通利9个月持有期混合A,国泰通利9个月持有期混合C",0 ,32.43,3.35
181,32,蔡宇滨,诺安基金,"诺安低碳经济股票A,诺安低碳经济股票C,诺安策略精选股票",4 ,6.72,113.71
182,33,陈一峰,安信基金,"安信价值精选股票,安信消费医药股票,安信新成长混合A,安信新成长混合C,安信价值回报三年持有混合A,安信价值回报三年持有混合C,安信优质企业三年持有混合A,安信优质企业三年持有混合C,安信价值发现两年定开混合(LOF)",7 ,91.85,386.2
183,34,陈亚芳,浙商基金,"浙商丰利增强债券,浙商惠泉3个月定开债A,浙商惠泉3个月定开债C,浙商智多兴稳健回报一年持有混合A,浙商智多兴稳健回报一年持有混合C,浙商智多宝稳健一年持有期A,浙商智多宝稳健一年持有期C,浙商智多益稳健一年持有期混合A,浙商智多益稳健一年持有期混合C,浙商智多享稳健混合发起式A,浙商智多享稳健混合发起式C,浙商兴盛一年定开债券型发起式",1 ,53.92,48.98
184,35,蔡艳菲,兴业基金,兴业天禧债券,0 ,10.29,0.17
185,36,褚艳辉,浦银安盛基金,"浦银安恒回报定开混合A,浦银安恒回报定开混合C,浦银安盛安久回报定开混合A,浦银安盛安久回报定开混合C,浦银安盛经济带崛起混合C,浦银安盛安远回报一年混合A,浦银安盛安远回报一年混合C,浦银安盛科创三年封闭混合,浦银安盛科技创新一年定开混合A,浦银安盛科技创新一年定开混合C,浦银安盛安裕回报一年持有混合A,浦银安盛安裕回报一年持有混合C,浦银安盛盛世精选混合A,浦银安盛经济带崛起混合,浦银安盛盛世精选混合C",7 ,36.76,126.36
186,37,陈元骅,西部利得基金,"西部利得国企红利(LOF)C,西部利得国企红利(LOF)A",0 ,0.71,3.78
187,38,陈圆明,上投摩根基金,"上投摩根安隆回报A,上投摩根安隆回报C,上投安裕回报A,上投安裕回报C,上投安享回报一年持有债,上投摩根安荣回报混合A,上投摩根安荣回报混合C,上投摩根强化回报债券A,上投摩根强化回报债券B",2 ,142.19,33.03
